,votes,user_id,review_id,text,business_id,stars,date,type
531,"{u'funny': 0, u'useful': 0, u'cool': 0}",PSbFVAJMrG0fvTv-Q9GI6w,vzZPpSvu8N0Yd6UP6bewPg,chili dogs rock!  portions huge come hungry   big selection appetizers standard bar food list   great selection draft beer   noise level good lunch loud dinner ,1qCuOcks5HRv67OHovAVpg,3,10-07-15,review
532,"{u'funny': 0, u'useful': 0, u'cool': 0}",LPU8UwGVoTanjSOgKoYQ4Q,V3C_uV6O9HE4Q6uDNm3DqA,love dukes love food  wish figure closing times wouldnt plan work gatherings  food amazing bad meal prices standard crafts actually pretty cheap domestic,1qCuOcks5HRv67OHovAVpg,5,10-08-15,review
533,"{u'funny': 0, u'useful': 0, u'cool': 0}",JHuDG3Zphe0GZU11OxgXdQ,VzC8Mx28CHRPaOa_-ZkO8g,"really don't place bad review   food fantastic belly luring awesome beer selection   suggestion leery try dukes reading ridiculous reviews just order special night    good wrong likely come faster hotter special   suggest delicious things eat don't feel like typing entire menu   switch beers constant flow different unique craft beers tap    print list beers percentage know (lol)
anyhow love place, owners, staff! highly suggest likes good beer good food!",1qCuOcks5HRv67OHovAVpg,5,14-09-15,review
534,"{u'funny': 0, u'useful': 0, u'cool': 0}",KSS6v5fcZNoelu4eEZCFcw,TRRaSfqqpq7oFcJRpINOUQ,boys stopped dinner night  cold dreary outside warm homey   server extremely nice  menu lots options  kind known potato soup that's  good  soup velvety smooth  definitely order  perfect rainy night  youngest son chicken tenders  looked little cooked tasted good  coating crispy chicken juicy  older son ordered wings house sauce  good spicy  thought good order time ,1qCuOcks5HRv67OHovAVpg,4,23-11-15,review
535,"{u'funny': 0, u'useful': 0, u'cool': 0}",hCfRm-W1tNqYb_Zscq5XoQ,62GZw81y_yCsuYGAa9PnAQ,corned beef sandwich  meh  onion rings horrible  extremely breaded doughy  greasy  hope chef hint breading comes peel away onion ,1qCuOcks5HRv67OHovAVpg,3,13-12-15,review
536,"{u'funny': 0, u'useful': 0, u'cool': 1}",tDZLuv2IGOZTJVwoIpdImQ,J4K4HIJ-npVhbc71KY3iVA,cool place homestead  love environment food really good  stop head waterfront movie  great night ,1qCuOcks5HRv67OHovAVpg,5,08-01-16,review
537,"{u'funny': 0, u'useful': 0, u'cool': 0}",g5r6AqCOgt3Lnl_RSqUj7w,pZuyb1seczbN_g30717OAw,"thank god draft list say  3 things ordered wrong  asked onion 3 onions   place busy understand  burger solid , steak salad ice cold asked wanted cooked assumed cooked order come warm  inside place clean neatly decorated positive  really loud place inside  i'd come awesome draft selections pass food ",1qCuOcks5HRv67OHovAVpg,3,21-02-16,review
538,"{u'funny': 0, u'useful': 0, u'cool': 0}",pl78RcFgklDns8atQegwVA,yutzAafRA7THo51KbQgqyQ,"cool place hangout  good food, good prices selection beer solid service  geographically convenient locations that's getting 4, 5-stars  recommend going ",1qCuOcks5HRv67OHovAVpg,4,24-02-16,review
539,"{u'funny': 0, u'useful': 0, u'cool': 0}",UIKLhVCsKWYLuJIvfoboCw,OdRVrg4a3yX1xqM5B0GObA,"stopped late lunch yesterday (3/4/16)   extensive draft beer selection, pleasantly surprised neighborhood pubs pittsburgh, bud light, yuengling   food menu large pretty typical pub fare, burgers, sandwiches, pizza,   ordered tuna melt special, spectacular, tasty   pleasant atmosphere bartender friendly   like weather better deck open   overall, good local alternative chain places waterfront ",1qCuOcks5HRv67OHovAVpg,4,05-03-16,review
540,"{u'funny': 0, u'useful': 0, u'cool': 0}",SYPXQVAVhtUBtssI_R5-4g,YxefhQXhmImDi9Klw_CFGg,transformation place amazing  haven't owe check  clean consistent  friendly fresh  hands favorite place eat area ,1qCuOcks5HRv67OHovAVpg,5,18-04-16,review
541,"{u'funny': 0, u'useful': 0, u'cool': 0}",Xd3zFGbmlSharfS528XDEA,in8OS-dAZkMosKbZc-hPew,2 strikes  enjoy fact options area like dukes couple visits disappointing  hate need leave review hopes manager things right  main issues kitchen overcooking hell food i've ordered past 2 visits  deal long wait understandable game having wait comes missing overcooked frustrating especially given cost  visit burger  gave refused offer  bartenders super cool offered free drink tokens decided redeem today  felt bad just ordering free beer ordered sandwich  roast beef turkey club described specifically menu medium rare sounded pretty good  roast beef  say extra  obviously chefs struggling i'm totally sure beef cooked house  i'm chef know pull roast beef cooker achieve proper temp  decided say sandwich pretty edible girlfriend embarrassed complaining  decent beer selection  waitress pleasant attentive  bar staff visit  ignored grabbed table  weren't happy  possibly standing policy chair bar? say something/acknowledge customer standing clearly view 10 min obviously waiting drink ,1qCuOcks5HRv67OHovAVpg,2,23-04-16,review
542,"{u'funny': 0, u'useful': 0, u'cool': 0}",58tIKe_fr4uEBSQ5ZX6dHQ,lqUJR2yuIZi4_NKHQrwVhA,"duke's pittsburgh's best kept secrets opinion favorite spots drink  interior really nice, outdoor section really spacious great warm weather days  beer selection great bartenders/waitstaff game  come large groups waitresses attentive quick feet  minor complaint food  people like comes appetizers just wayyyy overboard greasiness/breading  highly recommend duke's looking mix ",1qCuOcks5HRv67OHovAVpg,4,16-07-16,review
543,"{u'funny': 2, u'useful': 2, u'cool': 2}",rjsx6_pSqwl0zuiwa_tI2g,M8dZ0bo9pkXG1dRrwNBAzg,"great place birthday party!  family gathering!  work retirement party!  double-date!

a combination watering hole, great place eat great entertainment adults! adult games!

the homestead (pittsburgh) location dave & busters just 50 locations country - new york florida california - - canada mexico   dave & busters idea conceived little rock, arkansas 1970s  different businesses popular watering hole & game & entertainment business) right door  young owners friends quickly realized combining businesses perfect sense  opened combined d & b          little rock, dallas! day d & b's little rock  sure lots cities beneficiaries friends combining businesses pittsburgh   lived group friends co-workers course!)used happy hour & power hour         week  blast!  great place kick-back let worries work day melt away wonder they'll open marin county, ca? shucks!  probably  marin county scene, sure  blast miss going d & b  classics, like billiards & shuffleboard, plus 200 interactive & video games  rechargable power card provides easy way access games   power hour game happy hour - - entire hour classic video games just  bucks   great bar, wonderful food service! relaxing fun way spend friday saturday evening  you'll want leave  meet friends grab beer burger steak hit games  time just evaporate         laugh drink favorite girl, best friend boss!  dave & busters! lots parking! lots fun!

fun! fun! fun! fun! fun! fun!         bring beer!",sbW8qHJgzEIH42B0S-3New,5,20-11-07,review
544,"{u'funny': 2, u'useful': 1, u'cool': 3}",9fqpNMXpJZzHchhzx-Vwtw,yNMWDjeer08h9yfxONoCnQ,"d&b nice food insanely unhealthy  really clever designing psychological context ways extract money customers  feel bit milked  fatter pay games using credits mag-stripe cards  lets d&b games arbitrary prices makes harder really know spending  menus drinks food prices  $6 05 banana split cocktail? $3 40 michelob?  idea expensive showing prices clever price things obey pricing psychology (like anchors forth) waitstaff hassle repeatedly order desserts  oh, dining room plastic demos dessert trays thought going mind walk table games violent shooters racing games don't appear changed 2002 went d&b california  hope innovative arcade games future pleasant experience, different going ordinary restaurant ",sbW8qHJgzEIH42B0S-3New,2,27-01-08,review
545,"{u'funny': 14, u'useful': 14, u'cool': 14}",7uxXuCcpw9-mUS3OJVw8aQ,YCTstdYPThXxtVxLR4W1HQ,"actually time i've dave buster's walking huge space, especially coming narrow venues san francisco strange un-nerving actually  dave buster's excess  obscenely far food - stuff standard  fried reviewer pointed - healthy  actually  really scour menu somewhat decent viable nutritious options people don't come dave & buster's food  come games i've video games arcade games - brother sister   apprehensive having good time  - awhile - siblings' enthusiasm place contagious really enjoying especially realized mad skills skee ball  proceeded dominate trust ",sbW8qHJgzEIH42B0S-3New,3,24-05-09,review
546,"{u'funny': 2, u'useful': 0, u'cool': 0}",KnLObhXcuk90MImbp5RCpQ,qHgyMGcQZMvwvjoB64gjHA,"think chuck e  cheese adults   skee ball, video games pool tables   clean environment   good fun unfortunately, went bite eat impossible good healthy menu   ended settling spinach dip   sadly, topped dip horrible orange shredded cheese appeared popped microwave seconds   blahhhh   trying healthy, ordered apple pecan salad   swear dressing came right grocery store bottle   barely eat salad   sweet mom ordered steak roll     holy friedness!  steak like hamburger fried cheese stuffed breading fried  yowzer!  artery clogger sure   like atmosphere   like bar area   time just stop drinks instead ",sbW8qHJgzEIH42B0S-3New,2,18-06-09,review
547,"{u'funny': 0, u'useful': 0, u'cool': 0}",WMTm9HHRA3EewoxTX1Gleg,TRq3KbJg4Tmo-4aXzp7JgA,"love games don't rotate new games   place usually pretty clean pool tables wait weekend better ones you'll city food just ""ok"" drink prices fair great ",sbW8qHJgzEIH42B0S-3New,4,24-06-09,review
548,"{u'funny': 0, u'useful': 2, u'cool': 0}",bvu13GyOUwhEjPum2xjiqQ,OKG_q3fkcvDZKXsCX7d7-g,"dave buster's enigma, dining, bar,  playground video game lovers? let bar way overpriced, try buy glass jack  food  just like chain places waterfront, sandwiches, burgers (yes blue cheese burger, doesn't?) pasta, salads, chicken fingers, yadda yadda  games, swear quarters games 2000 place opened  guess years new games hit scene overall dave buster's unique waterfront, time update menu, update games, second decade 21st century ",sbW8qHJgzEIH42B0S-3New,2,27-11-10,review
549,"{u'funny': 0, u'useful': 1, u'cool': 0}",_vS9qNQvx8wVUOIkj4qfAg,3DCVmgsp-yBg4nFyWKpyyQ,"significantly younger sisters, dave busters twice year  fun nostalgic  expensive 'prizes' cheap make great ""sister days"" food, we've eaten  just blah    frozen fried  veggie burger afterthought just say offer  frozen boca patty thrown bun  thanks! ran costco  drinks expensive that's expected  games, fun laughter maybe stop drinks bite eat (skip bountiful chains span waterfront try blue dust amity street) ",sbW8qHJgzEIH42B0S-3New,3,28-11-10,review
550,"{u'funny': 1, u'useful': 1, u'cool': 0}",aROP9D7ev2JMQTBWit-kYg,ctW-u3wAXkI6pt45-MIh7w,"food absolutely gross! ordered turkey club comes wheat bun avocado, bacon, turkey breast  got totally different picture! sandwich sliced bread (lame)! avocado, 1 slice bacon, lettuce, instead turkey breast used freaking lunch meat! lol kind deli, sweaty nasty looking stuff! gross! waitress awful extremely understaffed bit attitude wait 10 tables assistance    manager really nice    course disgusting sandwich didn't eat free ",sbW8qHJgzEIH42B0S-3New,1,13-05-11,review
551,"{u'funny': 0, u'useful': 1, u'cool': 1}",FSZaOuAQL9eBz1a61d0B2Q,3nGJo4oOlxR4ApjmYfE04w,"usual fun center play games using play card purchase   game prices confusing- - -  2 3, 5 7, 9 9 credits, arcade fun bring friends   game ticket game innovative exciting game choices didn't eat rate restaurant dave busters ",sbW8qHJgzEIH42B0S-3New,4,13-07-11,review
552,"{u'funny': 0, u'useful': 1, u'cool': 1}",7R79mN6iJNU6o0CI1aBesA,HwIBbWkDQMtDl9EnCEcPBQ,"came saturday night luckily wasn't packed thought  love playing ticket games luckily lot games chose video games (sorry video game lovers!) played $20 worth games surprisingly awhile  love new wheel fortune game! play, ended winning little 700 tickets! fruit ninja game  fun big widescreen unfortunately don't win tickets hope  wish ticket center individual ticket counters like d&b's i've feed counting machine tickets  place, just weigh tickets final count  didn't try food instead went p f  chang's eat coming eat & play deal looked fun  bad restricted certain times day  overall blast definitely come  hopefully time deal promotion ",sbW8qHJgzEIH42B0S-3New,4,16-07-11,review
553,"{u'funny': 1, u'useful': 2, u'cool': 0}",Nhvkukz5MECqEUQVfh6A6w,Xxlyg3MbQ6tT38z2UarXtQ,"table 16      ask knew d&b accomodate happen homestead area work    really wanted dig yelp bag tricks provided local yelpers introduce team ""shock awe"" deserved     shear numbers hard started thinking manageable lunch - idea come golden corral - knew going work decided local walking distance - d&b expect - quiet lunch video games bar nearby forgo festivities - work lunch    pleased 600 calorie menu    trying maintain normal diet stretchy pants style wanting look like character family guy waitress friendly organized     ordered cabo style chicken - chicken breast lightly seasoned char-grilled, topped pineapple pico gallo served spicy rice steamed fresh vegetables eh      chicken cooked pineapple pico gallo bland   rice bland   vegetables cold    really blame fact 15 compatriots lunch giving fair rating   edible team went deep fried foods burgers    pleased service - good
food - okay, great    meal $13
ambiance - clean really people d&b

there choices lunch local close   definitely recommend squirrel hill - suggest use yelp better come play! ;-) )",sbW8qHJgzEIH42B0S-3New,3,02-10-11,review
554,"{u'funny': 1, u'useful': 1, u'cool': 1}",Enzdhh-rV5JgC4lgg0IdFw,W0EHL3otXezdtSNf7a3lPQ,"review just tidbits info   pool friday/saturday) $14 hour
(i'm pretty sure $10 week)

mixed drinks way pricey location food crap games fun pool tables nice (they're big tournament style/size, shitty bar-room, tiny pool tables)   pricing based recent trip shot pool hours, bar tab wasn't control) night ended costing $60",sbW8qHJgzEIH42B0S-3New,2,21-01-12,review
555,"{u'funny': 0, u'useful': 0, u'cool': 0}",bSkco4ZdB7REFtDsJUVrDA,XxgyBBauG0cRC17cv59HJw,"love dave busters!!  great place wanting great time great group friends   friends bored friday saturday night, come d&b win prizes!!  pricey bring major moolah",sbW8qHJgzEIH42B0S-3New,4,02-03-12,review
556,"{u'funny': 0, u'useful': 0, u'cool': 0}",oOUpBcRmerN5Eb6AkGp2wA,1y3sSPsj931RDbqz9hStbA,"dave busters best place eat play games  fun games prizes win  highly suggest want plays games, wednesday games half  food pretty good nice bar  downside booze pretty pricey ",sbW8qHJgzEIH42B0S-3New,5,16-04-12,review
557,"{u'funny': 1, u'useful': 0, u'cool': 0}",LwEfyIPU8woMqZsKqrf7NA,ZvG0OT7rf_LMDzASxDNC2Q,"did dave buster's daycare?? look, signs say kids accompanied adult, apparently honoring 6pm saturday  walk place shoving  ahhh!
i dave buster's arcade you're going play games, maybe eat, kill time  went years ago, bachelor party, i'm sure got shenanigans, don't remember children running wild  having adult beverages, playing games, having good time  time, ridiculous  isn't chuck e  cheese, that's parents treating place customer service sucked  place gigantic, tables serving areas saturday 6pm, hostess told interrupting times chat hostess) told hour wait, despite fact tables dining room  suspect ploy play games spend money you're table ready, food dave buster's worth hour wait day hostess told served right away went midway table, attempted  tables usually adults giant table filled coats informed needed table kids soon playing games  engaged rudest thing i've began stalking tables people finishing  walk people paying check, ask table inform people asked line finally, table proceeded spend hours eating dinner  wasn't ordered lot food- waiter took forever bring food  problem getting fresh drinks, drank asked water  come lot  build chicken tacos, comes giant plate kinds fixings  fixings fresh, chicken cold dry, tortillas dried  $14, wasn't worth  dinner proceeded play games, entails shoving people areas waiting line play  didn't like experience dave busters  remembered fun place unwind adult  kids crappy service, recommend place  asks elect stay home poke eyes fork ",sbW8qHJgzEIH42B0S-3New,2,23-04-12,review
558,"{u'funny': 1, u'useful': 1, u'cool': 1}",-OUKIatcSXuF-40IHcarwA,U34U8Tjk1cp3a7P9lGE5pQ,cheap night end spending money   busy fun entertaining good time   ate dinner food great played pool arcade games ,sbW8qHJgzEIH42B0S-3New,4,22-08-12,review
559,"{u'funny': 0, u'useful': 0, u'cool': 0}",NkwnzWL-2xarGzJqdZt8Kg,xBY-Tffkkbn338KaaM4hvg,"friend friday decided wanted interesting just hit bar thursday night  settled dave busters  went facebook printed coupon buy $20 $20 play free split card, took 1 5-2 hours through)

the games weren't *quite* fun remembered, good time  place far crowded, machine tickets, took good deal time assist  did, team d&b accommodating  apologize wait swiped games gave handful tokens game playing  think lot companies (i'm looking american airlines) learn lot d&b  cost virtually swipe games, experience better drinks half-price 8 9, tropical mojito awesome! friend definitely planning going wednesday half-price games half-price drinks ",sbW8qHJgzEIH42B0S-3New,4,24-08-12,review
560,"{u'funny': 2, u'useful': 3, u'cool': 2}",Mzd8g_A1pE8okijGPmwkUw,5WJ5ckEiKydT2xsvHiWYdw,"dave buster's split separate experiences rate  dining: 2 stars

i party 20 coming called ahead time, arrived early  immediately set table 4 friends waited; hostess, taking spoke  did tell sit, long information  wait 75% party seat  mind waiting, table ready, ready order  didn't tell didn't know forced wait heard supervisor whispering waitress making wait  idea forced wait  party finally seated, helped waiters perfectly polite nice  service haphazard  people order drinks food, things wildly different times  person eating appetizers drinks just getting drink  know chaos big party, got little hand food pretty standard american chain food, comparable appleby's chili's - offensive, knock socks  decent selection, good desserts appetizers, competently prepared  overall, fine meal large group going enjoy arcade fairly reasonable prices, service standards poor  future probably eat restaurants area d&b's games bar: 1 star

drinks predictably expensive, wide variety  problem half don't kind resemble menu, don't alcohol taste  worse drink bar arcade, staff completely non-interactive just rude  track minimum interaction stomp like ruined life arcade: 4 stars

there lot great games play, fun groups pairs  great place large party, mingle friends playing different fun games  couple, great selections enjoys  staff floor helpful fast fix games problems, typically polite  ticket prizes cheap expected, kind fun, people ticket shop nice quick help overall: 3 stars

if want hang suggest eating playing games having fun order beer bar don't expect smile ",sbW8qHJgzEIH42B0S-3New,3,29-09-12,review
561,"{u'funny': 0, u'useful': 1, u'cool': 1}",UD7Y1CqfY6mDmRwIuCf6nA,WdMgHwi0-R8Tj3gMqMIFAQ,"chuckie cheese grown ups   yeah, sum review sure i'll try make bit interesting let say isn't trip dave & buster's   second, actually experience   start food/service   staff, wonderful   polite, greeted soon walked door, gave qualms ordering swift delivery   food, wonderful   ordered bbq chicken breasts   came broccoli type mashed potatoes   chicken bit dry places tell left grill little long   actually bites taste charred meat   wasn't bbq sauce chicken   broccoli appeared cooked prior thrown pan seared   broccoli actually burnt crisp areas   noticed leaves left broccoli   mashed potatoes wanted like hoped best dish, i'm bit potato freak), alas, let  *sad face* cold tiny portion   tiny shredded cheese bacon divot scoop container   oh food, didn't need survive, wouldn't complain building right disarray   midst remodel lovely plastic curtains covering certain sections dining area   bar dining area right pool tables absent   wanted drink game room speaking game room, far best   meal ordered got $20 play card best meal, super charge $3 better)   game room  tell need update   carpet worn signs wear noticeable   good thing games   change new return   knew playing connect 4 fun, matter skee ball rises list play return eat ",sbW8qHJgzEIH42B0S-3New,3,22-10-12,review
562,"{u'funny': 0, u'useful': 0, u'cool': 0}",L2ne7hSJDy0U6sBD8wVaQA,Q_fujDi31GqYPV8XMUNkvA,"really sure add   i'll bullet point experience - expensive poorly drinks
- friendly slow service
- ok food considering philly steak cheese)
- run kids 10 zero adult supervision
- 15% games order (air hockey, big bball game, 1/2 skee ball, random arcade machines)
- expensive games
- fun time overall wife ",sbW8qHJgzEIH42B0S-3New,3,10-03-13,review
563,"{u'funny': 1, u'useful': 0, u'cool': 1}",X9PkJksjTibFgC69cu0_hw,diFFj9qODXZCxOSCO4RIKA,mediocre service  cold food! food waited long lettuce & pickles wilted  bland food  crazy overpriced  long waits arcade  1 beer hour maximum   avoid costs  fair manager ,sbW8qHJgzEIH42B0S-3New,1,15-03-13,review
564,"{u'funny': 1, u'useful': 1, u'cool': 1}",SLFFql08ndgemixpHfKhcw,JahR-x474cul851aNDOAeQ,"area, traveled hour come uniontown, pa  excited! haven't dave buster's younger ready play games! went cousins, mind hadn't ate day hungry  decided eat & play combo, naturally  here's gets bad  snobby hostess shows table  wait   wait   finally 25 mins waitress  ashley  plenty time decide wanted, quickly order  sitting talking, waiting, glasses waitress come needed refills time  said she'd come right away refills   yea, right  20 mins later refills  mind food came  people getting food come  frustrated  waiting 45 mins food, asked speak manager  servers asked replied rudely he's really busy right  doubt he'll able come talk  finally, 15 mins later   that's hour, folks  food  think problem yep, food cold  completely fed point, told waitress disappointed especially driving hour just terrible service  manager came speak didn't receive meals free  compensation got $10 game cards  woopty-doo  thing good place games, prizes tickets junk worthless  conclusion   recommend waterfront dave busters homestead, pa  horrible, returning long time!",sbW8qHJgzEIH42B0S-3New,2,30-03-13,review
565,"{u'funny': 0, u'useful': 0, u'cool': 0}",2VqU7uoDeiE8OUL14Ce5Ig,qvXDgmnvJuTOy-EKKpCQcQ,"place just plain sucks
bad management lost biz
dumb arcade drama*

* recently changed 21 policy underage arcade restaurant 10pm despite having guardian 30 years old",sbW8qHJgzEIH42B0S-3New,1,09-04-13,review
566,"{u'funny': 0, u'useful': 0, u'cool': 0}",ytgLwKzD6B4af5vW56RpJg,aebmkpvk7DdYWsHxgiBGBA,"time dave & buster's didn't games, slightly disappointed  went group girls dinner drinks  service slow food decent  portions huge priced slightly higher average chain        went 9 pm ton kids friday night  suggest want avoid children 9 ",sbW8qHJgzEIH42B0S-3New,3,23-04-13,review
567,"{u'funny': 0, u'useful': 1, u'cool': 0}",C3FWs14bTLo8Y-THOGIUtw,iZNVT0Hk9Ly60gh9OcaqMQ,"dave & busters!  nice place eat, fun drink!!  ages enjoy place   excited hear announce 10p, children accompanied guardian  nice evening adults   everytime play enjoy   didn't stars time i've went haven't able eat restaurant area   know food does sit   like nice relaxing atmosphere restaurant   haven't seated   mention servers bar, little slow responding customers   d&b's good spot stop food entertainment   just don't expect seated restaurant portion, expect wait awhile food service bar area ",sbW8qHJgzEIH42B0S-3New,3,11-05-13,review
568,"{u'funny': 0, u'useful': 0, u'cool': 0}",AVrY4uj14hOBI9yh3iE1KQ,tp2B8UjLUEJjM4Y10gkDOQ,"visiting toronto, really impressed! tickets won incredible  usually got 200 tickets play average  compared playdium that's awesome considering i'd win 10 tickets smallest prize costing 100 tickets  food great, place clean games don't feel greasy nasty food ",sbW8qHJgzEIH42B0S-3New,4,03-07-13,review
569,"{u'funny': 1, u'useful': 3, u'cool': 0}",Fc9bIArpenZkJH4fFc4EEg,KR-q2hbc5mx3kDSoxtXNvQ,"fun place lots bit pricy  $20 00 buy points little hour recommend bowling game ,ball racing car game connect 4 games played groups 4",sbW8qHJgzEIH42B0S-3New,3,07-07-13,review
570,"{u'funny': 0, u'useful': 0, u'cool': 0}",1yesvpTW_EGykpHK0W8ayA,joYhRtzIhcWYmGDHYyYmww,"visited dave busters homestead, pa night  waitress mixed credit cards gave brothers credit card theirs  charged - incorrectly brother walk  waitress apologized  gm extremely rude refused brother original receipt saying thrown  did remedy situation ignored rest visit - refill  spending $300 plus games,  happened customer right? horrible service",sbW8qHJgzEIH42B0S-3New,1,14-07-13,review
571,"{u'funny': 0, u'useful': 0, u'cool': 0}",W9ZG5q-QIblXYeHgaPS5Uw,D9R9CcXMgh4xurls14X3Tw,games order referee looking people fix 2 took credits   apathetic service staff peanut really disappointed   won't ,sbW8qHJgzEIH42B0S-3New,1,17-01-14,review
572,"{u'funny': 0, u'useful': 1, u'cool': 0}",WzaaorVCmUTQvu4mScunNg,zEmohuEAk8wBYfQPxYzbZw,"ehh, 3 5 -- rate super low smile lot visits  speaking i've times, wrote review d&b  i'm kid heart honestly enjoy games  multiple instances swiped game card & took credits, game began  times won tickets released  guess perfect does happen atleast visit scenerio)  hard worker walking half-price games, kind just loss 1 3 credits skee ball (hmph!)

the food- really isnt fancy  i've okay food, super long wait times simple chicken fingers & fries example  basic sandwiches, salads, appetizers & pastas  believe sandwiches & burgers $10 & served fries   eat & play deal includes food specific menu + game card  game card deal, wanted make d&b date night better heading place eat waterfront amazing food     try suppose  brownie sundae devoured night satisfying (2 brownies, 2 scoops ice cream   chocolate syrup; raspberry sauce & fresh strawberries  oh & whip cream)

drinks- pretty weak  ordered 2 liquid maryjanes (2 filled multiple shots alchy & didn't really catch buzz  oh welllll  happy hour 5-7pm  i'd time best deal  believe cocktails half & $3  bottles wine  i've seen walking wine glass lol  prizes- noted, prizes little cheap tickets ""cost"" cool leave d&b coffee mug, cup shot glass  night 2500 tickets decided magnetic-style dart board (1,300?) coffee mug, d&b glass plastic bit dust) & d&b coffee travel mug   missing odds & ends overall fun time pricey  best head wednesday half price games eat & play deal dining  lie smiling ear ear times 3 hours (woah, longer time :d ) speaking time-frame played 250 credits (cost= $40) half-price games ",sbW8qHJgzEIH42B0S-3New,3,27-03-14,review
573,"{u'funny': 0, u'useful': 3, u'cool': 1}",Q3F_FZ8pbdRNoSv0X1Y7sA,qM6afyD5OmP-Y7IbefcUQQ,"dave & busters great experience  set expectations realistically carefully choose attend main squeeze 1) use survey receipt buy $10 $10 free gameplay 2) attend wednesday day (flexible work schedules)  we'd dream eating like healthy yuppie food  drink cheap drafts drink cocktails happy hour visit largely determined time day, expectations eat food  come friday night, lines long  you'll pay $150 eat, drink play 3 hours you'll left sour taste mouth staff really excellent; issue game paying tickets results immediate help extra tickets swipe different game employee  note ""drinks weak"" reviews  notice people buying shots ordering multiple drinks person  that's typical white trash behavior  bartenders savvy; mirror behavior guests  drinks consistently strong courteous tip  witnessed bartenders bypass tattooed, loud guests address order  rational, logical behavior  note ""prize center games suck"" comments  you're supposed stack tickets multiple visits use big prize  like life, delaying gratification nets bigger returns  visit i've seen walk video game (wii, xbox360 xbox one's)  thing dave & busters crowd changes depending day week time day  sunday afternoon families friday saturday night drunk 20 somethings  atmosphere changes that's reviews place review based 8ish months 1-3/monthly visits  visits 5 stars, 4 stars using survey receipts buy avoiding wednesday, friday saturday evenings sunday afternoon, families) avoiding food entirely drinking cheaply, you'll great experience $25-40/person really enjoy staff split difference fun professional  special shout riley, gave info possibly hosting party ",sbW8qHJgzEIH42B0S-3New,5,15-04-14,review
574,"{u'funny': 0, u'useful': 0, u'cool': 0}",C3FWs14bTLo8Y-THOGIUtw,GLWRDA2x2fdbQlnWvSw3VQ,"love place!  spent 36th birthday d&b's wise decision!  fun, did guest!  got attentive serving staff, met helpful servers!  believe service improved, bumped restuarant 4 stars!  stars i've eat restuarant portion  worth visit, lot fun reasonable price!",sbW8qHJgzEIH42B0S-3New,4,27-04-14,review
575,"{u'funny': 0, u'useful': 0, u'cool': 0}",Nf0SSRgStO8scYoPSNVqag,fWnag8bFtQMbSeOcorv_NQ,"good food, great spot enjoy drinks & watch sports big screens  great adult fun 10pm  great date like good fun & feel relaxed",sbW8qHJgzEIH42B0S-3New,5,24-05-14,review
576,"{u'funny': 0, u'useful': 1, u'cool': 0}",ZNtgliTM7BjSabTfNUKL9A,LungvqSowHBZcU5E2-UC1A,"wife went 10pm saturday night  food spectacular, quality you'd applebee's place similar -- good great   steak tough, wife enjoyed  staff relatively unorganized ate table bar), wait awhile server  food prompt ",sbW8qHJgzEIH42B0S-3New,3,17-06-14,review
577,"{u'funny': 0, u'useful': 1, u'cool': 1}",Qs5dcst13DnQJwaBcR4VGg,hDDvG-HBn2dxB5PuD2wBTQ,"having memorable' trips d&b years past, wife  decided pittsburgh happy hour anniversary party past thursday   pgh happy hour facebook group friends like check new 'watering holes' thursday run guy party 24/7 holding lucrative time job   pgh hh celebrating anniversary chose d&b location   d&b staff set 'pool room' complimentary,  enormous spread appetizers dips kept refilling got low   server, carla, attentive friendly- making sure aware specials checking glasses got half way point   server working equally hard got chance   time organized happy hour past employer remember similar service got chance credit   think d&b awesome place need space event ",sbW8qHJgzEIH42B0S-3New,5,08-07-14,review
578,"{u'funny': 0, u'useful': 0, u'cool': 0}",fIKcxbs1u5oK74F-KgqGag,ZogsG2EF6VTKOYRim1SXEw,"ok! let tell bad experience  went d&b night post wedding party - note, great idea!

it midnight bar wasn't really populated  bartenders actually making rounds needed  bartenders chatting far bar sitting  kind counter productive ask  stood 5 minutes, busy bar fine card just little ridiculous  eye contact girl twice gave smile literally turned away  finally walk attention   standing right smiling didn't ask need  finally said, working?"" gave weird look  felt like crazy  asked beer/got beer time, bartender brought food set  took fry plate (right served bar  hell! felt like grimy bar sticks - established d&b  just really turned experience  good d&b provides different type entertainment want mix things  remember going grandparents kid best treat eat restaurant spend hours playing games  place holds really good memories  shame experience night spoiled high standards held ",sbW8qHJgzEIH42B0S-3New,2,27-07-14,review
579,"{u'funny': 0, u'useful': 0, u'cool': 0}",dMhJLpwpGSHkhMY4oxe7QA,1rf3vVbYBCcoLOEZjHGJ2Q,"fun, smaller i've visited   clean, staff friendly good way waste time movie  good  food  gets 3 stars bored easily location ",sbW8qHJgzEIH42B0S-3New,3,17-08-14,review
580,"{u'funny': 0, u'useful': 0, u'cool': 0}",jThUkO26of_9arLY5zUszg,Crn43jLmjGDGWOV-QAa1gw,"used love d&b opened waterfront, gone hill years  games fun tickets prizes gotten cheaper quality  takes heck lot tickets pencil! atmosphere okay used better funnest games diverse groups people! run games app related games (fruit ninja) 3d experience rides  ""games"", earn tickets lot tokens! time went, winter, games broken, negative player experience  d&b play games future, longer favorite places decline fun games earn tickets ",sbW8qHJgzEIH42B0S-3New,2,18-09-14,review
