,votes,user_id,review_id,text,business_id,stars,date,type
495,"{u'funny': 0, u'useful': 0, u'cool': 0}",ZaPjyarrERKG8t6qGgXgKQ,ryeBbl12bt7tGTT3yWLiLA,lucky invaluable many other helpful,0hrB2iwQZ52VZcZWYywXrA,5,02-12-14,review
496,"{u'funny': 0, u'useful': 0, u'cool': 0}",bFSMjpJ2tRA4wSX7TiVeWg,ArVL6Y8F8A0NmU5RugETlA,good much good difficult next little,0hrB2iwQZ52VZcZWYywXrA,5,01-04-15,review
497,"{u'funny': 0, u'useful': 0, u'cool': 0}",5-4LQRi8LoGonuATXEE5TQ,VWpgnzRyBzo8-ZXQyx0jzg,I didn't like the customer service of this body shop.. There price estimate for my repair was outrageous.. They won't be getting my business,0hrB2iwQZ52VZcZWYywXrA,1,13-08-15,review
498,"{u'funny': 0, u'useful': 0, u'cool': 0}",5-4LQRi8LoGonuATXEE5TQ,4TXPBkkQkR3Oxc_Z0PmvjQ,few original other,0hrB2iwQZ52VZcZWYywXrA,1,20-08-15,review
499,"{u'funny': 0, u'useful': 0, u'cool': 0}",Ttui79fSfyXg-6Q8E-2NIQ,NTEOCTtc4iy5KFCPxvHY8A,Good,0hrB2iwQZ52VZcZWYywXrA,5,16-01-16,review
500,"{u'funny': 1, u'useful': 1, u'cool': 1}",T_wjLgPOPXry7Bea4MzoVQ,9UtlY4c7XhzceJA6I3S3zA,Typical new amazing few small,gClSqcwuLsgyZRCzhJc7Dg,3,12-11-09,review
501,"{u'funny': 4, u'useful': 5, u'cool': 5}",T_wjLgPOPXry7Bea4MzoVQ,e_7VjXzImEzbXVvjxbVO0g,fine pesky correct happy silly sad actual average basic logic,gClSqcwuLsgyZRCzhJc7Dg,1,03-12-09,review
502,"{u'funny': 0, u'useful': 0, u'cool': 0}",UD7Y1CqfY6mDmRwIuCf6nA,dwHAnPov_ZgtPAwmxflCDg,typical big other close many much other single,gClSqcwuLsgyZRCzhJc7Dg,3,10-07-13,review
503,"{u'funny': 0, u'useful': 0, u'cool': 0}",Q3fFv_ft17OyV-NRF1iQxw,LSO5aK3nlzffRWmmzV7IUA,local convenient impressed garden sure other last dismal,gClSqcwuLsgyZRCzhJc7Dg,3,23-08-13,review
504,"{u'funny': 1, u'useful': 1, u'cool': 1}",nYKao-8w_IOj4Mv8QWb2vg,LH6gdoKmfO3Hw649D82nyA,true,gClSqcwuLsgyZRCzhJc7Dg,4,27-05-14,review
505,"{u'funny': 0, u'useful': 0, u'cool': 0}",jvg4_788bYk9EnNjChVbaA,fp2ir5mhN6fTPkmLi-HAYA,several few other next dept few surprised us.Today total next unprofessional nice helpful bad,gClSqcwuLsgyZRCzhJc7Dg,1,08-07-14,review
506,"{u'funny': 0, u'useful': 0, u'cool': 0}",JPPhyFE-UE453zA6K0TVgw,22a2zqu-xCJALHz4M1Qg5Q,convenient local great fair recent hose hot hot same fitting frigid,gClSqcwuLsgyZRCzhJc7Dg,5,14-03-15,review
507,"{u'funny': 0, u'useful': 0, u'cool': 0}",rONxiM8Hafy5kba3ZLoCbA,swHvqZ3jc6Mumi6_s5E-Sw,first knowledgeable big wrong great nice large original,gClSqcwuLsgyZRCzhJc7Dg,5,19-12-15,review
508,"{u'funny': 0, u'useful': 1, u'cool': 0}",P4kM_yVew-izN7z8N25V0g,8hIECTWY4P0WvKIXhzZvKQ,few different pregnant much much other,gClSqcwuLsgyZRCzhJc7Dg,1,29-05-16,review
509,"{u'funny': 0, u'useful': 2, u'cool': 3}",WzaaorVCmUTQvu4mScunNg,QGeK_lAlTR2yX_i0RiUxpQ,other small popular first next right bottom friendly big satisfied,gClSqcwuLsgyZRCzhJc7Dg,3,13-06-16,review
510,"{u'funny': 0, u'useful': 0, u'cool': 0}",nCi-BpCo_4iNFPb4QWUL6w,5ZrcUtd3iMe8aKJ5MEKi6g,Excellent good fair nice casual little slow popular,1qCuOcks5HRv67OHovAVpg,4,15-04-10,review
511,"{u'funny': 0, u'useful': 2, u'cool': 0}",tPUGLlDZLF7HrOC46NqTOA,AEUyZuURB4pGehREYS95Rg,little grilled much ten,1qCuOcks5HRv67OHovAVpg,5,16-04-10,review
512,"{u'funny': 0, u'useful': 0, u'cool': 0}",_vS9qNQvx8wVUOIkj4qfAg,K0-j3eWxRs1zIyihnXpMZQ,great first vegetarian good fantastic good good,1qCuOcks5HRv67OHovAVpg,3,20-03-11,review
513,"{u'funny': 0, u'useful': 0, u'cool': 0}",oYScNHEY4tpdZv73Rb1JwQ,7OVRui7jgJa5OVMmfqBK8w,wait friendly French,1qCuOcks5HRv67OHovAVpg,4,27-08-11,review
514,"{u'funny': 0, u'useful': 0, u'cool': 0}",FixW3C_F5FXggMLZIZMOag,eI8cFUAXogFAeT7hpkJWEg,non-chain favorite delicious ice strong great,1qCuOcks5HRv67OHovAVpg,4,03-09-11,review
515,"{u'funny': 0, u'useful': 0, u'cool': 0}",neBCZl1X_pDl11y7nVYFoQ,SDixP8NJrtzhXRGt8v3tig,closed friendly warmer huge big upstairs big italian good tried sweet good w fun warmer,1qCuOcks5HRv67OHovAVpg,3,21-01-12,review
516,"{u'funny': 0, u'useful': 1, u'cool': 0}",FSSkTatYo-y8se7neCfJUA,oYQxHk7EMrPprpAQj5zyeQ,Awesome wings and pubgrub! Great beer selection and fun bartenders.,1qCuOcks5HRv67OHovAVpg,5,09-02-12,review
517,"{u'funny': 0, u'useful': 1, u'cool': 0}",qeNsxc0SRZ81tJ6FI9gR8Q,WwJ0vH89ie6-y8lCCvudkg,good food- terrible good overpriced wrong,1qCuOcks5HRv67OHovAVpg,2,04-08-12,review
518,"{u'funny': 0, u'useful': 1, u'cool': 0}",J_q8jN623uew8ZzMChXBCA,OU7_FEbEdwj5LU5I68mjbg,wonderful average unimpressive mixed cheap artificial delicious good good,1qCuOcks5HRv67OHovAVpg,2,20-05-13,review
519,"{u'funny': 0, u'useful': 0, u'cool': 0}",I_47G-R2_egp7ME5u_ltew,jqDpTYuOaluKUasBxJ_sVQ,terrible French chicken small hot wrong half French new quick easy expensive average different,1qCuOcks5HRv67OHovAVpg,1,02-07-13,review
520,"{u'funny': 0, u'useful': 0, u'cool': 0}",op2Gve4sAMQ4qEzq2Tad0g,F0J40KOLx5s5zbcCtO40UA,hit miss good busy attentive full,1qCuOcks5HRv67OHovAVpg,3,15-09-13,review
521,"{u'funny': 0, u'useful': 0, u'cool': 0}",P2g9lmWLF1k4i15vZM0vfQ,7EdVq7yta2MhMoxVpIIElA,true big raspy other local old next enough decent north good cold,1qCuOcks5HRv67OHovAVpg,5,07-01-14,review
522,"{u'funny': 0, u'useful': 1, u'cool': 0}",XeiKNx2LOdHWGILzgaybnA,csbPKLai10nWYfvig4pdzQ,good great true bad good excellent new Last perfect awesome awesome sports-themed drunk loud slow good new different simple first flavorless cold passable special last awful ill early good good,1qCuOcks5HRv67OHovAVpg,2,20-03-14,review
523,"{u'funny': 0, u'useful': 0, u'cool': 0}",JPPhyFE-UE453zA6K0TVgw,1tZARkIiC89Xhqd6AHLrbg,good pricey special Good,1qCuOcks5HRv67OHovAVpg,4,13-09-14,review
524,"{u'funny': 0, u'useful': 1, u'cool': 1}",Xez2YmtfrixCNZe2CagFRw,1dTu7i6TQ_6AwijAxdCIPQ,favorite local mild wild absolute big great great only little pricey usual local,1qCuOcks5HRv67OHovAVpg,4,05-01-15,review
525,"{u'funny': 0, u'useful': 0, u'cool': 0}",I_47G-R2_egp7ME5u_ltew,dmWfREpeJDfF7Y7iNNYkBw,prime large tasty large loaded baked little prime horseradish horseradish small similar large big second good prime baked solid East,1qCuOcks5HRv67OHovAVpg,3,07-02-15,review
526,"{u'funny': 0, u'useful': 0, u'cool': 0}",O8D8syvoblnAu_HStkm-lw,bHEnS5a3OuEFnfDwH9qbTw,fish large big French hot good different,1qCuOcks5HRv67OHovAVpg,4,08-03-15,review
527,"{u'funny': 0, u'useful': 1, u'cool': 0}",4DrkZqFqLcyRcLWuQUXFeQ,PwaVD3LMEgFsqM-4_CNjDg,great favorite hard good gigantic awesome angle awesome excellent happy special few,1qCuOcks5HRv67OHovAVpg,5,21-03-15,review
528,"{u'funny': 0, u'useful': 0, u'cool': 0}",2BYGvFAgV87LgIk4EqLtwg,gaDKViAGiK3OyQHsPxuDOg,last large screen vast above common,1qCuOcks5HRv67OHovAVpg,4,06-04-15,review
529,"{u'funny': 0, u'useful': 0, u'cool': 0}",WXSg_yg7dRuHUrtJnL-cow,Hr7IvZlZeY_hGX1yibBs3Q,bad great great bad great,1qCuOcks5HRv67OHovAVpg,5,24-04-15,review
530,"{u'funny': 0, u'useful': 0, u'cool': 0}",HZgZrofpetmiBXMsRupMHw,Cy_Xy_1ysDSXe854Sv3ACw,overall little only friendly entire enjoyable outta loud full great OK good unique delicious good outside delicious,1qCuOcks5HRv67OHovAVpg,3,07-05-15,review
531,"{u'funny': 0, u'useful': 0, u'cool': 0}",PSbFVAJMrG0fvTv-Q9GI6w,vzZPpSvu8N0Yd6UP6bewPg,chili huge come Big standard good loud,1qCuOcks5HRv67OHovAVpg,3,10-07-15,review
532,"{u'funny': 0, u'useful': 0, u'cool': 0}",LPU8UwGVoTanjSOgKoYQ4Q,V3C_uV6O9HE4Q6uDNm3DqA,many amazing bad standard cheap domestic,1qCuOcks5HRv67OHovAVpg,5,10-08-15,review
533,"{u'funny': 0, u'useful': 0, u'cool': 0}",JHuDG3Zphe0GZU11OxgXdQ,VzC8Mx28CHRPaOa_-ZkO8g,bad fantastic awesome leery other ridiculous special good wrong likely special other delicious entire constant different unique good good,1qCuOcks5HRv67OHovAVpg,5,14-09-15,review
534,"{u'funny': 0, u'useful': 0, u'cool': 0}",KSS6v5fcZNoelu4eEZCFcw,TRRaSfqqpq7oFcJRpINOUQ,cold dreary warm nice good thick velvety perfect rainy little cooked good good good next,1qCuOcks5HRv67OHovAVpg,4,23-11-15,review
535,"{u'funny': 0, u'useful': 0, u'cool': 0}",hCfRm-W1tNqYb_Zscq5XoQ,62GZw81y_yCsuYGAa9PnAQ,horrible breaded,1qCuOcks5HRv67OHovAVpg,3,13-12-15,review
536,"{u'funny': 0, u'useful': 0, u'cool': 1}",tDZLuv2IGOZTJVwoIpdImQ,J4K4HIJ-npVhbc71KY3iVA,cool good great,1qCuOcks5HRv67OHovAVpg,5,08-01-16,review
537,"{u'funny': 0, u'useful': 0, u'cool': 0}",g5r6AqCOgt3Lnl_RSqUj7w,pZuyb1seczbN_g30717OAw,wrong busy solid ice cold warm clean positive loud awesome,1qCuOcks5HRv67OHovAVpg,3,21-02-16,review
538,"{u'funny': 0, u'useful': 0, u'cool': 0}",pl78RcFgklDns8atQegwVA,yutzAafRA7THo51KbQgqyQ,Cool Good good solid 5-Stars,1qCuOcks5HRv67OHovAVpg,4,24-02-16,review
539,"{u'funny': 0, u'useful': 0, u'cool': 0}",UIKLhVCsKWYLuJIvfoboCw,OdRVrg4a3yX1xqM5B0GObA,late Extensive many large pretty typical spectacular tasty friendly back open Overall good local,1qCuOcks5HRv67OHovAVpg,4,05-03-16,review
540,"{u'funny': 0, u'useful': 0, u'cool': 0}",SYPXQVAVhtUBtssI_R5-4g,YxefhQXhmImDi9Klw_CFGg,Clean consistent Friendly fresh favorite,1qCuOcks5HRv67OHovAVpg,5,18-04-16,review
541,"{u'funny': 0, u'useful': 0, u'cool': 0}",Xd3zFGbmlSharfS528XDEA,in8OS-dAZkMosKbZc-hPew,other last disappointing main past long understandable Last super free bad free good extra sure proper edible pleasant attentive much happy empty,1qCuOcks5HRv67OHovAVpg,2,23-04-16,review
542,"{u'funny': 0, u'useful': 0, u'cool': 0}",58tIKe_fr4uEBSQ5ZX6dHQ,lqUJR2yuIZi4_NKHQrwVhA,favorite nice outdoor spacious great warm great large attentive quick minor wayyyy,1qCuOcks5HRv67OHovAVpg,4,16-07-16,review
543,"{u'funny': 2, u'useful': 2, u'cool': 2}",rjsx6_pSqwl0zuiwa_tI2g,M8dZ0bo9pkXG1dRrwNBAzg,GREAT great great different popular right next other young perfect first Little sure other only great sure interactive video rechargable easy entire classic video ten GREAT favorite,sbW8qHJgzEIH42B0S-3New,5,20-11-07,review
544,"{u'funny': 2, u'useful': 1, u'cool': 3}",9fqpNMXpJZzHchhzx-Vwtw,yNMWDjeer08h9yfxONoCnQ,nice unhealthy clever psychological milked much mag-stripe arbitrary much expensive clever forth plastic violent last innovative pleasant different ordinary,sbW8qHJgzEIH42B0S-3New,2,27-01-08,review
545,"{u'funny': 14, u'useful': 14, u'cool': 14}",7uxXuCcpw9-mUS3OJVw8aQ,YCTstdYPThXxtVxLR4W1HQ,first huge narrow strange Un-nerving standard healthy decent viable nutritious video apprehensive good awhile contagious i mad,sbW8qHJgzEIH42B0S-3New,3,24-05-09,review
546,"{u'funny': 2, u'useful': 0, u'cool': 0}",KnLObhXcuk90MImbp5RCpQ,qHgyMGcQZMvwvjoB64gjHA,pool Clean Good impossible good healthy horrible cheese few healthy pecan sweet ..holy sure next,sbW8qHJgzEIH42B0S-3New,2,18-06-09,review
547,"{u'funny': 0, u'useful': 0, u'cool': 0}",WMTm9HHRA3EewoxTX1Gleg,TRq3KbJg4Tmo-4aXzp7JgA,new pretty clean ok fair great,sbW8qHJgzEIH42B0S-3New,4,24-06-09,review
548,"{u'funny': 0, u'useful': 2, u'cool': 0}",bvu13GyOUwhEjPum2xjiqQ,OKG_q3fkcvDZKXsCX7d7-g,video Next blue cheese new Overall unique second 21st,sbW8qHJgzEIH42B0S-3New,2,27-11-10,review
549,"{u'funny': 0, u'useful': 1, u'cool': 0}",_vS9qNQvx8wVUOIkj4qfAg,3DCVmgsp-yBg4nFyWKpyyQ,expensive cheap great sister frozen fried frozen expensive,sbW8qHJgzEIH42B0S-3New,3,28-11-10,review
550,"{u'funny': 1, u'useful': 1, u'cool': 0}",aROP9D7ev2JMQTBWit-kYg,ctW-u3wAXkI6pt45-MIh7w,gross turkey different other nasty awful understaffed nice free,sbW8qHJgzEIH42B0S-3New,1,13-05-11,review
551,"{u'funny': 0, u'useful': 1, u'cool': 1}",FSZaOuAQL9eBz1a61d0B2Q,3nGJo4oOlxR4ApjmYfE04w,usual confusing- few innovative exciting,sbW8qHJgzEIH42B0S-3New,4,13-07-11,review
552,"{u'funny': 0, u'useful': 1, u'cool': 1}",7R79mN6iJNU6o0CI1aBesA,HwIBbWkDQMtDl9EnCEcPBQ,many sorry new first little big many individual other final bad certain Overall next,sbW8qHJgzEIH42B0S-3New,4,16-07-11,review
553,"{u'funny': 1, u'useful': 2, u'cool': 0}",Nhvkukz5MECqEUQVfh6A6w,Xxlyg3MbQ6tT38z2UarXtQ,local shear hard manageable only local quiet pleased normal diet due stretchy friendly char-grilled pineapple fresh pineapple cold fair edible deep pleased good great clean many other local close,sbW8qHJgzEIH42B0S-3New,3,02-10-11,review
554,"{u'funny': 1, u'useful': 1, u'cool': 1}",Enzdhh-rV5JgC4lgg0IdFw,W0EHL3otXezdtSNf7a3lPQ,few pretty sure pricey fun nice big shitty tiny recent few,sbW8qHJgzEIH42B0S-3New,2,21-01-12,review
555,"{u'funny': 0, u'useful': 0, u'cool': 0}",bSkco4ZdB7REFtDsJUVrDA,XxgyBBauG0cRC17cv59HJw,great great great pricey major,sbW8qHJgzEIH42B0S-3New,4,02-03-12,review
556,"{u'funny': 0, u'useful': 0, u'cool': 0}",oOUpBcRmerN5Eb6AkGp2wA,1y3sSPsj931RDbqz9hStbA,many fun good nice pretty,sbW8qHJgzEIH42B0S-3New,5,16-04-12,review
557,"{u'funny': 1, u'useful': 0, u'cool': 0}",LwEfyIPU8woMqZsKqrf7NA,ZvG0OT7rf_LMDzASxDNC2Q,last few sure good ridiculous gigantic other empty table ready worth empty empty giant empty Next i rudest done- food- fresh much build own giant fresh cold dry worth crappy,sbW8qHJgzEIH42B0S-3New,2,23-04-12,review
558,"{u'funny': 1, u'useful': 1, u'cool': 1}",-OUKIatcSXuF-40IHcarwA,U34U8Tjk1cp3a7P9lGE5pQ,cheap busy good great arcade,sbW8qHJgzEIH42B0S-3New,4,22-08-12,review
559,"{u'funny': 0, u'useful': 0, u'cool': 0}",NkwnzWL-2xarGzJqdZt8Kg,xBY-Tffkkbn338KaaM4hvg,interesting buy free 1.5-2 good good several much half-price Tropical awesome half-price half-price,sbW8qHJgzEIH42B0S-3New,4,24-08-12,review
560,"{u'funny': 2, u'useful': 3, u'cool': 2}",Mzd8g_A1pE8okijGPmwkUw,5WJ5ckEiKydT2xsvHiWYdw,separate long other ready ready full polite nice haphazard different first big little standard comparable offensive decent few good prepared Overall fine enough large reasonable poor other expensive wide resemble enough non-interactive great many great large many different fun many great helpful fast polite cheap nice quick Overall,sbW8qHJgzEIH42B0S-3New,3,29-09-12,review
561,"{u'funny': 0, u'useful': 1, u'cool': 1}",UD7Y1CqfY6mDmRwIuCf6nA,WdMgHwi0-R8Tj3gMqMIFAQ,grown sure interesting first wonderful wonderful dry little enough burnt crisp mashed *sad cold such tiny tiny shredded lovely certain dining absent super other noticeable good new fun,sbW8qHJgzEIH42B0S-3New,3,22-10-12,review
562,"{u'funny': 0, u'useful': 0, u'cool': 0}",L2ne7hSJDy0U6sBD8wVaQA,Q_fujDi31GqYPV8XMUNkvA,sure Expensive slow other arcade Expensive overall,sbW8qHJgzEIH42B0S-3New,3,10-03-13,review
563,"{u'funny': 1, u'useful': 0, u'cool': 1}",X9PkJksjTibFgC69cu0_hw,diFFj9qODXZCxOSCO4RIKA,Long,sbW8qHJgzEIH42B0S-3New,1,15-03-13,review
564,"{u'funny': 1, u'useful': 1, u'cool': 1}",SLFFql08ndgemixpHfKhcw,JahR-x474cul851aNDOAeQ,ready hungry bad snobby Next empty right other busy able next cold waitress disappointed terrible free only only good horrible long,sbW8qHJgzEIH42B0S-3New,2,30-03-13,review
565,"{u'funny': 0, u'useful': 0, u'cool': 0}",2VqU7uoDeiE8OUL14Ce5Ig,qvXDgmnvJuTOy-EKKpCQcQ,old,sbW8qHJgzEIH42B0S-3New,1,09-04-13,review
566,"{u'funny': 0, u'useful': 0, u'cool': 0}",ytgLwKzD6B4af5vW56RpJg,aebmkpvk7DdYWsHxgiBGBA,First disappointed slow decent huge average,sbW8qHJgzEIH42B0S-3New,3,23-04-13,review
567,"{u'funny': 0, u'useful': 1, u'cool': 0}",C3FWs14bTLo8Y-THOGIUtw,iZNVT0Hk9Ly60gh9OcaqMQ,nice EXCITED nice able restaurant same nice little slow good,sbW8qHJgzEIH42B0S-3New,3,11-05-13,review
568,"{u'funny': 0, u'useful': 0, u'cool': 0}",AVrY4uj14hOBI9yh3iE1KQ,tp2B8UjLUEJjM4Y10gkDOQ,impressed incredible awesome great clean greasy nasty,sbW8qHJgzEIH42B0S-3New,4,03-07-13,review
569,"{u'funny': 1, u'useful': 3, u'cool': 0}",Fc9bIArpenZkJH4fFc4EEg,KR-q2hbc5mx3kDSoxtXNvQ,fun last hour.I several,sbW8qHJgzEIH42B0S-3New,3,07-07-13,review
570,"{u'funny': 0, u'useful': 0, u'cool': 0}",1yesvpTW_EGykpHK0W8ayA,joYhRtzIhcWYmGDHYyYmww,last rude original,sbW8qHJgzEIH42B0S-3New,1,14-07-13,review
571,"{u'funny': 0, u'useful': 0, u'cool': 0}",W9ZG5q-QIblXYeHgaPS5Uw,D9R9CcXMgh4xurls14X3Tw,referee Apathetic disappointed,sbW8qHJgzEIH42B0S-3New,1,17-01-14,review
572,"{u'funny': 0, u'useful': 1, u'cool': 0}",WzaaorVCmUTQvu4mScunNg,zEmohuEAk8wBYfQPxYzbZw,low few multiple guess perfect hard half-price food- fancy wait simple basic few specific own last other fresh weak liquid multiple happy 5-7pm wine prizes- little cool shot Last magnetic-style few fun half ear few half-price,sbW8qHJgzEIH42B0S-3New,3,27-03-14,review
573,"{u'funny': 0, u'useful': 3, u'cool': 1}",Q3F_FZ8pbdRNoSv0X1Y7sA,qM6afyD5OmP-Y7IbefcUQQ,great main buy free flexible healthy cheap happy sour excellent immediate extra different weak multiple typical white savvy strong courteous tip loud rational logical suck multiple big other few drunk atmosphere 1-3/monthly great 25-40/person professional Special,sbW8qHJgzEIH42B0S-3New,5,15-04-14,review
574,"{u'funny': 0, u'useful': 0, u'cool': 0}",C3FWs14bTLo8Y-THOGIUtw,GLWRDA2x2fdbQlnWvSw3VQ,wise much attentive many helpful restuarant worth reasonable,sbW8qHJgzEIH42B0S-3New,4,27-04-14,review
575,"{u'funny': 0, u'useful': 0, u'cool': 0}",Nf0SSRgStO8scYoPSNVqag,fWnag8bFtQMbSeOcorv_NQ,good great few big great first good,sbW8qHJgzEIH42B0S-3New,5,24-05-14,review
576,"{u'funny': 0, u'useful': 1, u'cool': 0}",ZNtgliTM7BjSabTfNUKL9A,LungvqSowHBZcU5E2-UC1A,spectacular same similar good great tough unorganized table next,sbW8qHJgzEIH42B0S-3New,3,17-06-14,review
577,"{u'funny': 0, u'useful': 1, u'cool': 1}",Qs5dcst13DnQJwaBcR4VGg,hDDvG-HBn2dxB5PuD2wBTQ,few memorable past Happy new lucrative full Anyway- anniversary chose back complimentary enormous low attentive friendly- sure aware half other hard other happy past similar awesome next,sbW8qHJgzEIH42B0S-3New,5,08-07-14,review
578,"{u'funny': 0, u'useful': 0, u'cool': 0}",fIKcxbs1u5oK74F-KgqGag,ZogsG2EF6VTKOYRim1SXEw,bad last great other productive busy fine only little ridiculous i other weird crazy other right other grimy good different good last high,sbW8qHJgzEIH42B0S-3New,2,27-07-14,review
579,"{u'funny': 0, u'useful': 0, u'cool': 0}",dMhJLpwpGSHkhMY4oxe7QA,1rf3vVbYBCcoLOEZjHGJ2Q,clean friendly good good,sbW8qHJgzEIH42B0S-3New,3,17-08-14,review
580,"{u'funny': 0, u'useful': 0, u'cool': 0}",jThUkO26of_9arLY5zUszg,Crn43jLmjGDGWOV-QAa1gw,many whole much diverse many such earn Last many negative favorite due,sbW8qHJgzEIH42B0S-3New,2,18-09-14,review
581,"{u'funny': 0, u'useful': 0, u'cool': 0}",Yw2GgwVircnuBGYKOofXag,urZYZP4A78AGPorllN9z_Q,horrible 10-15 understaffed,sbW8qHJgzEIH42B0S-3New,1,05-10-14,review
582,"{u'funny': 0, u'useful': 0, u'cool': 0}",7sM0J8FuZvD5uhf4HceS3A,Sb6emtOqs8CTwe-GUp3YmQ,outside fish few nice funny loud right good,sbW8qHJgzEIH42B0S-3New,2,20-10-14,review
583,"{u'funny': 0, u'useful': 0, u'cool': 0}",RSExP0-Boucr4QyIEzZi0A,2Ix6a2TXllge_FmuTP0zfQ,biased wrong old new same expensive good Make-a-Wish lucky sure available nice last arcade cheap fun good,sbW8qHJgzEIH42B0S-3New,4,04-12-14,review
584,"{u'funny': 0, u'useful': 0, u'cool': 0}",hscskgnpQmmNfNl9iZA7hw,l1noXlcPkuSXbqUbxRBhrQ,angry happy sure good sweet sure ok. nice,sbW8qHJgzEIH42B0S-3New,5,15-12-14,review
585,"{u'funny': 0, u'useful': 0, u'cool': 0}",QLiWMRXvgqws9QtS68tXJA,-1aD_PLXHW9sQa4--i8ABg,huge clean great below huge,sbW8qHJgzEIH42B0S-3New,2,30-12-14,review
586,"{u'funny': 0, u'useful': 1, u'cool': 0}",y1CH5i_Qr9t5nrUuAKjZog,jeCvoQmQLFx4EBeKQi4mqw,able,sbW8qHJgzEIH42B0S-3New,1,17-01-15,review
587,"{u'funny': 0, u'useful': 0, u'cool': 0}",ThOfb86f_5PW0bB1NHGMgA,MxbrdK1m-IDNmuWk4cHA7g,sat large understand large sat separate sat next WRONG,sbW8qHJgzEIH42B0S-3New,1,18-01-15,review
588,"{u'funny': 0, u'useful': 0, u'cool': 1}",R4crU2OjJ7-qAymiHO2Ucw,hDERlBwN1UTAjE7uzneuGQ,fun several easy last full pretty neat bad memorable favorite much arcade perfect irritating call confused total whole empty bad nice,sbW8qHJgzEIH42B0S-3New,4,25-01-15,review
589,"{u'funny': 0, u'useful': 0, u'cool': 0}",FAtk38wdEbNgM6rSmP-zew,oHf5jPx25UTX9UK9v_pQKw,Awful awful Spent only,sbW8qHJgzEIH42B0S-3New,1,16-02-15,review
590,"{u'funny': 0, u'useful': 0, u'cool': 0}",Qs5dcst13DnQJwaBcR4VGg,TqmYk2z5qzd8fm0t8aGQQA,bash- free n/a delicious happy,sbW8qHJgzEIH42B0S-3New,4,20-02-15,review
591,"{u'funny': 0, u'useful': 3, u'cool': 1}",Z3pEOLUrG17cntPCFzruPg,PX18iRaHh2g7aqls_fH88Q,horrible excited win new hey bad Wrong Only good Corona-rita hard horrible slow first boneless hard mine bad good worth make-shift sure,sbW8qHJgzEIH42B0S-3New,2,24-02-15,review
592,"{u'funny': 0, u'useful': 0, u'cool': 0}",syxgE5fb-pAoNlp7V9Jw2g,KhTeYacVltPaJk7OEvkbgw,incredible online disappointed im sympathetic high stupid little girl next Last spiteful big,sbW8qHJgzEIH42B0S-3New,1,28-02-15,review
593,"{u'funny': 0, u'useful': 2, u'cool': 0}",RWSBzkqH2-lsQDH8gVBuEw,u1rowbP_qNr0dfiZitlm4g,good arcade non-existent few average third token last little unprepared ready broken good different sure,sbW8qHJgzEIH42B0S-3New,2,02-03-15,review
594,"{u'funny': 0, u'useful': 1, u'cool': 0}",4DrkZqFqLcyRcLWuQUXFeQ,_fEzYGYhjQa4eOHpyIK2lw,big same dated big trivial new pretty cool,sbW8qHJgzEIH42B0S-3New,2,23-03-15,review
595,"{u'funny': 0, u'useful': 1, u'cool': 0}",NSkLw-cg_v7YBVEwVsYj4Q,s1vbD6tQdWlziq1WyKYgag,favorite other same fair take average good,sbW8qHJgzEIH42B0S-3New,4,14-04-15,review
596,"{u'funny': 0, u'useful': 0, u'cool': 0}",q2ccFmRoK0lkkRPosgKFFg,ToDYpDRs3XpAzbN-Atm-EA,last pretty cool few,sbW8qHJgzEIH42B0S-3New,3,28-04-15,review
597,"{u'funny': 0, u'useful': 0, u'cool': 0}",oWCKCE9Qc6SPSyvb18D2DA,rOthNZS4FCw3uvV8qkgKBw,nice nice.he nice.when,sbW8qHJgzEIH42B0S-3New,5,03-05-15,review
598,"{u'funny': 0, u'useful': 0, u'cool': 0}",NK3JWcCpxaKtb9-7R8g5jw,qtHNdNewij2pnlsIs2mm4A,loud crazy ok.,sbW8qHJgzEIH42B0S-3New,3,10-06-15,review
599,"{u'funny': 0, u'useful': 0, u'cool': 0}",PLGEWHqOIOrFsgfdG6ueUg,EVhglxcczdY9574YlYUsjg,favorite nfl young old,sbW8qHJgzEIH42B0S-3New,4,13-06-15,review
600,"{u'funny': 0, u'useful': 0, u'cool': 1}",9mWJQbP8zNm-rT1MBhwLHQ,J6R_Zi91vIK6m28UCFHGrg,Great food.great busy,sbW8qHJgzEIH42B0S-3New,5,16-06-15,review
601,"{u'funny': 0, u'useful': 0, u'cool': 0}",QDdwYP1uqPzI5z3NO5LXog,pHrlhfAmsIBAkw1J_6XLtQ,prompt table long fine,sbW8qHJgzEIH42B0S-3New,2,17-06-15,review
602,"{u'funny': 0, u'useful': 1, u'cool': 0}",VRB9nzZnYWB6WETk_QfIEQ,F2-NgUkU3FkBEIpOGyyRFg,multiple i sub expensive nice little bad great sure little ridiculous big ok,sbW8qHJgzEIH42B0S-3New,2,27-07-15,review
603,"{u'funny': 0, u'useful': 0, u'cool': 0}",jnEZvZlVIPEKzGwYaXvCLg,ZAEErVZ4X9NWV-9CgdtpOw,last spacious well-appointed black delicious enthusiastic attentive wonderful arcade special representative memorable extra special great,sbW8qHJgzEIH42B0S-3New,5,05-08-15,review
604,"{u'funny': 0, u'useful': 1, u'cool': 0}",w8kdE0wygvOWKU74wuQPBw,oXTnMkoc9oRofmiht0AGyQ,disappointed other corporate first other fine sore disappointed,sbW8qHJgzEIH42B0S-3New,1,18-08-15,review
